Iter   f          |gradf|    alpha     
3073   5.53e+04   1.41e+02   1.00e+00  
3074   5.53e+04   1.41e+02   1.00e+00  
3075   5.53e+04   1.41e+02   1.00e+00  
3076   5.53e+04   1.41e+02   1.00e+00  
3077   5.53e+04   1.41e+02   1.00e+00  
3078   5.53e+04   1.41e+02   1.00e+00  
3079   5.53e+04   1.41e+02   1.00e+00  
3080   5.53e+04   1.41e+02   1.00e+00  
3081   5.53e+04   1.41e+02   1.00e+00  
3082   5.53e+04   1.41e+02   1.00e+00  
3083   5.53e+04   1.41e+02   1.00e+00  
3084   5.53e+04   1.41e+02   1.00e+00  
3085   5.53e+04   1.41e+02   1.00e+00  
3086   5.53e+04   1.41e+02   1.00e+00  
3087   5.53e+04   1.41e+02   1.00e+00  
3088   5.53e+04   1.41e+02   1.00e+00  
3089   5.53e+04   1.41e+02   1.00e+00  
3090   5.53e+04   1.41e+02   1.00e+00  
3091   5.53e+04   1.41e+02   1.00e+00  
3092   5.53e+04   1.41e+02   1.00e+00  
3093   5.53e+04   1.41e+02   1.00e+00  
3094   5.53e+04   1.41e+02   1.00e+00  
3095   5.53e+04   1.41e+02   1.00e+00  
3096   5.53e+04   1.41e+02   1.00e+00  
3097   5.53e+04   1.41e+02   1.00e+00  
3098   5.53e+04   1.41e+02   1.00e+00  
3099   5.53e+04   1.41e+02   1.00e+00  
3100   5.53e+04   1.41e+02   1.00e+00  
3101   5.53e+04   1.41e+02   1.00e+00  
3102   5.53e+04   1.41e+02   1.00e+00  
3103   5.53e+04   1.41e+02   1.00e+00  
3104   5.53e+04   1.41e+02   1.00e+00  
3105   5.53e+04   1.41e+02   1.00e+00  
3106   5.53e+04   1.41e+02   1.00e+00  
3107   5.53e+04   1.41e+02   1.00e+00  
3108   5.53e+04   1.41e+02   1.00e+00  
3109   5.53e+04   1.41e+02   1.00e+00  
3110   5.53e+04   1.41e+02   1.00e+00  
3111   5.53e+04   1.41e+02   1.00e+00  
3112   5.53e+04   1.41e+02   1.00e+00  
3113   5.53e+04   1.41e+02   1.00e+00  
3114   5.53e+04   1.41e+02   1.00e+00  
3115   5.53e+04   1.41e+02   1.00e+00  
3116   5.53e+04   1.41e+02   1.00e+00  
3117   5.53e+04   1.41e+02   1.00e+00  
3118   5.53e+04   1.41e+02   1.00e+00  
3119   5.53e+04   1.41e+02   1.00e+00  
3120   5.53e+04   1.41e+02   1.00e+00  
3121   5.53e+04   1.41e+02   1.00e+00  
3122   5.53e+04   1.41e+02   1.00e+00  
3123   5.53e+04   1.41e+02   1.00e+00  
3124   5.53e+04   1.41e+02   1.00e+00  
3125   5.53e+04   1.41e+02   1.00e+00  
3126   5.53e+04   1.41e+02   1.00e+00  
3127   5.53e+04   1.41e+02   1.00e+00  
3128   5.53e+04   1.41e+02   1.00e+00  
3129   5.53e+04   1.41e+02   1.00e+00  
3130   5.53e+04   1.41e+02   1.00e+00  
3131   5.53e+04   1.41e+02   1.00e+00  
3132   5.53e+04   1.41e+02   1.00e+00  
3133   5.53e+04   1.41e+02   1.00e+00  
3134   5.53e+04   1.41e+02   1.00e+00  
3135   5.53e+04   1.41e+02   1.00e+00  
3136   5.53e+04   1.41e+02   1.00e+00  
3137   5.53e+04   1.41e+02   1.00e+00  
3138   5.53e+04   1.41e+02   1.00e+00  
3139   5.53e+04   1.41e+02   1.00e+00  
3140   5.53e+04   1.41e+02   1.00e+00  
3141   5.53e+04   1.41e+02   1.00e+00  
3142   5.53e+04   1.41e+02   1.00e+00  
3143   5.53e+04   1.41e+02   1.00e+00  
3144   5.53e+04   1.41e+02   1.00e+00  
3145   5.53e+04   1.41e+02   1.00e+00  
3146   5.53e+04   1.41e+02   1.00e+00  
3147   5.53e+04   1.41e+02   1.00e+00  
3148   5.53e+04   1.41e+02   1.00e+00  
3149   5.53e+04   1.41e+02   1.00e+00  
3150   5.53e+04   1.41e+02   1.00e+00  
3151   5.53e+04   1.41e+02   1.00e+00  
3152   5.53e+04   1.41e+02   1.00e+00  
3153   5.53e+04   1.41e+02   1.00e+00  
3154   5.53e+04   1.41e+02   1.00e+00  
3155   5.53e+04   1.41e+02   1.00e+00  
3156   5.53e+04   1.41e+02   1.00e+00  
3157   5.53e+04   1.41e+02   1.00e+00  
3158   5.53e+04   1.41e+02   1.00e+00  
3159   5.53e+04   1.41e+02   1.00e+00  
3160   5.53e+04   1.41e+02   1.00e+00  
3161   5.53e+04   1.41e+02   1.00e+00  
3162   5.53e+04   1.41e+02   1.00e+00  
3163   5.53e+04   1.41e+02   1.00e+00  
3164   5.53e+04   1.41e+02   1.00e+00  
3165   5.53e+04   1.41e+02   1.00e+00  
3166   5.53e+04   1.41e+02   1.00e+00  
3167   5.53e+04   1.41e+02   1.00e+00  
3168   5.53e+04   1.41e+02   1.00e+00  
3169   5.53e+04   1.41e+02   1.00e+00  
3170   5.53e+04   1.41e+02   1.00e+00  
3171   5.53e+04   1.41e+02   1.00e+00  
3172   5.53e+04   1.41e+02   1.00e+00  
3173   5.53e+04   1.41e+02   1.00e+00  
3174   5.53e+04   1.41e+02   1.00e+00  
3175   5.53e+04   1.41e+02   1.00e+00  
3176   5.53e+04   1.41e+02   1.00e+00  
3177   5.53e+04   1.41e+02   1.00e+00  
3178   5.53e+04   1.41e+02   1.00e+00  
3179   5.53e+04   1.41e+02   1.00e+00  
3180   5.53e+04   1.41e+02   1.00e+00  
3181   5.53e+04   1.41e+02   1.00e+00  
3182   5.53e+04   1.41e+02   1.00e+00  
3183   5.53e+04   1.41e+02   1.00e+00  
3184   5.53e+04   1.41e+02   1.00e+00  
3185   5.53e+04   1.41e+02   1.00e+00  
3186   5.53e+04   1.41e+02   1.00e+00  
3187   5.53e+04   1.41e+02   1.00e+00  
3188   5.53e+04   1.41e+02   1.00e+00  
3189   5.53e+04   1.41e+02   1.00e+00  
3190   5.53e+04   1.41e+02   1.00e+00  
3191   5.53e+04   1.41e+02   1.00e+00  
3192   5.53e+04   1.41e+02   1.00e+00  
3193   5.53e+04   1.41e+02   1.00e+00  
3194   5.53e+04   1.41e+02   1.00e+00  
3195   5.53e+04   1.41e+02   1.00e+00  
3196   5.53e+04   1.41e+02   1.00e+00  
3197   5.53e+04   1.41e+02   1.00e+00  
3198   5.53e+04   1.41e+02   1.00e+00  
3199   5.53e+04   1.41e+02   1.00e+00  
3200   5.53e+04   1.41e+02   1.00e+00  
3201   5.53e+04   1.41e+02   1.00e+00  
3202   5.53e+04   1.41e+02   1.00e+00  
3203   5.53e+04   1.41e+02   1.00e+00  
3204   5.53e+04   1.41e+02   1.00e+00  
3205   5.53e+04   1.41e+02   1.00e+00  
3206   5.53e+04   1.41e+02   1.00e+00  
3207   5.53e+04   1.41e+02   1.00e+00  
3208   5.53e+04   1.41e+02   1.00e+00  
3209   5.53e+04   1.41e+02   1.00e+00  
3210   5.53e+04   1.41e+02   1.00e+00  
3211   5.53e+04   1.41e+02   1.00e+00  
3212   5.53e+04   1.41e+02   1.00e+00  
3213   5.53e+04   1.41e+02   1.00e+00  
3214   5.53e+04   1.41e+02   1.00e+00  
3215   5.53e+04   1.41e+02   1.00e+00  
3216   5.53e+04   1.41e+02   1.00e+00  
3217   5.53e+04   1.41e+02   1.00e+00  
3218   5.53e+04   1.41e+02   1.00e+00  
3219   5.53e+04   1.41e+02   1.00e+00  
3220   5.53e+04   1.41e+02   1.00e+00  
3221   5.53e+04   1.41e+02   1.00e+00  
3222   5.53e+04   1.41e+02   1.00e+00  
3223   5.53e+04   1.41e+02   1.00e+00  
3224   5.53e+04   1.41e+02   1.00e+00  
3225   5.53e+04   1.41e+02   1.00e+00  
3226   5.53e+04   1.41e+02   1.00e+00  
3227   5.53e+04   1.41e+02   1.00e+00  
3228   5.53e+04   1.41e+02   1.00e+00  
3229   5.53e+04   1.41e+02   1.00e+00  
3230   5.53e+04   1.41e+02   1.00e+00  
3231   5.53e+04   1.41e+02   1.00e+00  
3232   5.53e+04   1.41e+02   1.00e+00  
3233   5.53e+04   1.41e+02   1.00e+00  
3234   5.53e+04   1.41e+02   1.00e+00  
3235   5.53e+04   1.41e+02   1.00e+00  
3236   5.53e+04   1.41e+02   1.00e+00  
3237   5.53e+04   1.41e+02   1.00e+00  
3238   5.53e+04   1.41e+02   1.00e+00  
3239   5.53e+04   1.41e+02   1.00e+00  
3240   5.53e+04   1.41e+02   1.00e+00  
3241   5.53e+04   1.41e+02   1.00e+00  
3242   5.53e+04   1.41e+02   1.00e+00  
3243   5.53e+04   1.41e+02   1.00e+00  
3244   5.53e+04   1.41e+02   1.00e+00  
3245   5.53e+04   1.41e+02   1.00e+00  
3246   5.53e+04   1.41e+02   1.00e+00  
3247   5.53e+04   1.41e+02   1.00e+00  
3248   5.53e+04   1.41e+02   1.00e+00  
3249   5.53e+04   1.41e+02   1.00e+00  
3250   5.53e+04   1.41e+02   1.00e+00  
3251   5.53e+04   1.41e+02   1.00e+00  
3252   5.53e+04   1.41e+02   1.00e+00  
3253   5.53e+04   1.41e+02   1.00e+00  
3254   5.53e+04   1.41e+02   1.00e+00  
3255   5.53e+04   1.41e+02   1.00e+00  
3256   5.53e+04   1.41e+02   1.00e+00  
3257   5.53e+04   1.41e+02   1.00e+00  
3258   5.53e+04   1.41e+02   1.00e+00  
3259   5.53e+04   1.41e+02   1.00e+00  
3260   5.53e+04   1.41e+02   1.00e+00  
3261   5.53e+04   1.41e+02   1.00e+00  
3262   5.53e+04   1.41e+02   1.00e+00  
3263   5.53e+04   1.41e+02   1.00e+00  
3264   5.53e+04   1.41e+02   1.00e+00  
3265   5.53e+04   1.41e+02   1.00e+00  
3266   5.53e+04   1.41e+02   1.00e+00  
3267   5.53e+04   1.41e+02   1.00e+00  
3268   5.53e+04   1.41e+02   1.00e+00  
3269   5.53e+04   1.41e+02   1.00e+00  
3270   5.53e+04   1.41e+02   1.00e+00  
3271   5.53e+04   1.41e+02   1.00e+00  
3272   5.53e+04   1.41e+02   1.00e+00  
3273   5.53e+04   1.41e+02   1.00e+00  
3274   5.53e+04   1.41e+02   1.00e+00  
3275   5.53e+04   1.41e+02   1.00e+00  
3276   5.53e+04   1.41e+02   1.00e+00  
3277   5.53e+04   1.41e+02   1.00e+00  
3278   5.53e+04   1.41e+02   1.00e+00  
3279   5.53e+04   1.41e+02   1.00e+00  
3280   5.53e+04   1.41e+02   1.00e+00  
3281   5.53e+04   1.41e+02   1.00e+00  
3282   5.53e+04   1.41e+02   1.00e+00  
3283   5.53e+04   1.41e+02   1.00e+00  
3284   5.53e+04   1.41e+02   1.00e+00  
3285   5.53e+04   1.41e+02   1.00e+00  
3286   5.53e+04   1.41e+02   1.00e+00  
3287   5.53e+04   1.41e+02   1.00e+00  
3288   5.53e+04   1.41e+02   1.00e+00  
3289   5.53e+04   1.41e+02   1.00e+00  
3290   5.53e+04   1.41e+02   1.00e+00  
3291   5.53e+04   1.41e+02   1.00e+00  
3292   5.53e+04   1.41e+02   1.00e+00  
3293   5.53e+04   1.41e+02   1.00e+00  
3294   5.53e+04   1.41e+02   1.00e+00  
3295   5.53e+04   1.41e+02   1.00e+00  
3296   5.53e+04   1.41e+02   1.00e+00  
3297   5.53e+04   1.41e+02   1.00e+00  
3298   5.53e+04   1.41e+02   1.00e+00  
3299   5.53e+04   1.41e+02   1.00e+00  
3300   5.53e+04   1.41e+02   1.00e+00  
3301   5.53e+04   1.41e+02   1.00e+00  
3302   5.53e+04   1.41e+02   1.00e+00  
3303   5.53e+04   1.41e+02   1.00e+00  
3304   5.53e+04   1.41e+02   1.00e+00  
3305   5.53e+04   1.41e+02   1.00e+00  
3306   5.53e+04   1.41e+02   1.00e+00  
3307   5.53e+04   1.41e+02   1.00e+00  
3308   5.53e+04   1.41e+02   1.00e+00  
3309   5.53e+04   1.41e+02   1.00e+00  
3310   5.53e+04   1.41e+02   1.00e+00  
3311   5.53e+04   1.41e+02   1.00e+00  
3312   5.53e+04   1.41e+02   1.00e+00  
3313   5.53e+04   1.41e+02   1.00e+00  
3314   5.53e+04   1.41e+02   1.00e+00  
3315   5.53e+04   1.41e+02   1.00e+00  
3316   5.53e+04   1.41e+02   1.00e+00  
3317   5.53e+04   1.41e+02   1.00e+00  
3318   5.53e+04   1.41e+02   1.00e+00  
3319   5.53e+04   1.41e+02   1.00e+00  
3320   5.53e+04   1.41e+02   1.00e+00  
3321   5.53e+04   1.41e+02   1.00e+00  
3322   5.53e+04   1.41e+02   1.00e+00  
3323   5.53e+04   1.41e+02   1.00e+00  
3324   5.53e+04   1.41e+02   1.00e+00  
3325   5.53e+04   1.41e+02   1.00e+00  
3326   5.53e+04   1.41e+02   1.00e+00  
3327   5.53e+04   1.41e+02   1.00e+00  
3328   5.53e+04   1.41e+02   1.00e+00  
3329   5.53e+04   1.41e+02   1.00e+00  
3330   5.53e+04   1.41e+02   1.00e+00  
3331   5.53e+04   1.41e+02   1.00e+00  
3332   5.53e+04   1.41e+02   1.00e+00  
3333   5.53e+04   1.41e+02   1.00e+00  
3334   5.53e+04   1.41e+02   1.00e+00  
3335   5.53e+04   1.41e+02   1.00e+00  
3336   5.53e+04   1.41e+02   1.00e+00  
3337   5.53e+04   1.41e+02   1.00e+00  
3338   5.53e+04   1.41e+02   1.00e+00  
3339   5.53e+04   1.41e+02   1.00e+00  
3340   5.53e+04   1.41e+02   1.00e+00  
3341   5.53e+04   1.41e+02   1.00e+00  
3342   5.53e+04   1.41e+02   1.00e+00  
3343   5.53e+04   1.41e+02   1.00e+00  
3344   5.53e+04   1.41e+02   1.00e+00  
3345   5.53e+04   1.41e+02   1.00e+00  
3346   5.53e+04   1.41e+02   1.00e+00  
3347   5.53e+04   1.41e+02   1.00e+00  
3348   5.53e+04   1.41e+02   1.00e+00  
3349   5.53e+04   1.41e+02   1.00e+00  
3350   5.53e+04   1.41e+02   1.00e+00  
3351   5.53e+04   1.41e+02   1.00e+00  
3352   5.53e+04   1.41e+02   1.00e+00  
3353   5.53e+04   1.41e+02   1.00e+00  
3354   5.53e+04   1.41e+02   1.00e+00  
3355   5.53e+04   1.41e+02   1.00e+00  
3356   5.53e+04   1.41e+02   1.00e+00  
3357   5.53e+04   1.41e+02   1.00e+00  
3358   5.53e+04   1.41e+02   1.00e+00  
3359   5.53e+04   1.41e+02   1.00e+00  
3360   5.53e+04   1.41e+02   1.00e+00  
3361   5.53e+04   1.41e+02   1.00e+00  
3362   5.53e+04   1.41e+02   1.00e+00  
3363   5.53e+04   1.41e+02   1.00e+00  
3364   5.53e+04   1.41e+02   1.00e+00  
3365   5.53e+04   1.41e+02   1.00e+00  
3366   5.53e+04   1.41e+02   1.00e+00  
3367   5.53e+04   1.41e+02   1.00e+00  
3368   5.53e+04   1.41e+02   1.00e+00  
3369   5.53e+04   1.41e+02   1.00e+00  
3370   5.53e+04   1.41e+02   1.00e+00  
3371   5.53e+04   1.41e+02   1.00e+00  
3372   5.53e+04   1.41e+02   1.00e+00  
3373   5.53e+04   1.41e+02   1.00e+00  
3374   5.53e+04   1.41e+02   1.00e+00  
3375   5.53e+04   1.41e+02   1.00e+00  
3376   5.53e+04   1.41e+02   1.00e+00  
3377   5.53e+04   1.41e+02   1.00e+00  
3378   5.53e+04   1.41e+02   1.00e+00  
3379   5.53e+04   1.41e+02   1.00e+00  
3380   5.53e+04   1.41e+02   1.00e+00  
3381   5.53e+04   1.41e+02   1.00e+00  
3382   5.53e+04   1.41e+02   1.00e+00  
3383   5.53e+04   1.41e+02   1.00e+00  
3384   5.53e+04   1.41e+02   1.00e+00  
3385   5.53e+04   1.41e+02   1.00e+00  
3386   5.53e+04   1.41e+02   1.00e+00  
3387   5.53e+04   1.41e+02   1.00e+00  
3388   5.53e+04   1.41e+02   1.00e+00  
3389   5.53e+04   1.41e+02   1.00e+00  
3390   5.53e+04   1.41e+02   1.00e+00  
3391   5.53e+04   1.41e+02   1.00e+00  
3392   5.53e+04   1.41e+02   1.00e+00  
3393   5.53e+04   1.41e+02   1.00e+00  
3394   5.53e+04   1.41e+02   1.00e+00  
3395   5.53e+04   1.41e+02   1.00e+00  
3396   5.53e+04   1.41e+02   1.00e+00  
3397   5.53e+04   1.41e+02   1.00e+00  
3398   5.53e+04   1.41e+02   1.00e+00  
3399   5.53e+04   1.41e+02   1.00e+00  
3400   5.53e+04   1.41e+02   1.00e+00  
3401   5.53e+04   1.41e+02   1.00e+00  
3402   5.53e+04   1.41e+02   1.00e+00  
3403   5.53e+04   1.41e+02   1.00e+00  
3404   5.53e+04   1.41e+02   1.00e+00  
3405   5.53e+04   1.41e+02   1.00e+00  
3406   5.53e+04   1.41e+02   1.00e+00  
3407   5.53e+04   1.41e+02   1.00e+00  
3408   5.53e+04   1.41e+02   1.00e+00  
3409   5.53e+04   1.41e+02   1.00e+00  
3410   5.53e+04   1.41e+02   1.00e+00  
3411   5.53e+04   1.41e+02   1.00e+00  
3412   5.53e+04   1.41e+02   1.00e+00  
3413   5.53e+04   1.41e+02   1.00e+00  
3414   5.53e+04   1.41e+02   1.00e+00  
3415   5.53e+04   1.41e+02   1.00e+00  
3416   5.53e+04   1.41e+02   1.00e+00  
3417   5.53e+04   1.41e+02   1.00e+00  
3418   5.53e+04   1.41e+02   1.00e+00  
3419   5.53e+04   1.41e+02   1.00e+00  
3420   5.53e+04   1.41e+02   1.00e+00  
3421   5.53e+04   1.41e+02   1.00e+00  
3422   5.53e+04   1.41e+02   1.00e+00  
3423   5.53e+04   1.41e+02   1.00e+00  
3424   5.53e+04   1.41e+02   1.00e+00  
3425   5.53e+04   1.41e+02   1.00e+00  
3426   5.53e+04   1.41e+02   1.00e+00  
3427   5.53e+04   1.41e+02   1.00e+00  
3428   5.53e+04   1.41e+02   1.00e+00  
3429   5.53e+04   1.41e+02   1.00e+00  
3430   5.53e+04   1.41e+02   1.00e+00  
3431   5.53e+04   1.41e+02   1.00e+00  
3432   5.53e+04   1.41e+02   1.00e+00  
3433   5.53e+04   1.41e+02   1.00e+00  
3434   5.53e+04   1.41e+02   1.00e+00  
3435   5.53e+04   1.41e+02   1.00e+00  
3436   5.53e+04   1.41e+02   1.00e+00  
3437   5.53e+04   1.41e+02   1.00e+00  
3438   5.53e+04   1.41e+02   1.00e+00  
3439   5.53e+04   1.41e+02   1.00e+00  
3440   5.53e+04   1.41e+02   1.00e+00  
3441   5.53e+04   1.41e+02   1.00e+00  
3442   5.53e+04   1.41e+02   1.00e+00  
3443   5.53e+04   1.41e+02   1.00e+00  
3444   5.53e+04   1.41e+02   1.00e+00  
3445   5.53e+04   1.41e+02   1.00e+00  
3446   5.53e+04   1.41e+02   1.00e+00  
3447   5.53e+04   1.41e+02   1.00e+00  
3448   5.53e+04   1.41e+02   1.00e+00  
3449   5.53e+04   1.41e+02   1.00e+00  
3450   5.53e+04   1.41e+02   1.00e+00  
3451   5.53e+04   1.41e+02   1.00e+00  
3452   5.53e+04   1.41e+02   1.00e+00  
3453   5.53e+04   1.41e+02   1.00e+00  
3454   5.53e+04   1.41e+02   1.00e+00  
3455   5.53e+04   1.41e+02   1.00e+00  
3456   5.53e+04   1.41e+02   1.00e+00  
3457   5.53e+04   1.41e+02   1.00e+00  
3458   5.53e+04   1.41e+02   1.00e+00  
3459   5.53e+04   1.41e+02   1.00e+00  
3460   5.53e+04   1.41e+02   1.00e+00  
3461   5.53e+04   1.41e+02   1.00e+00  
3462   5.53e+04   1.41e+02   1.00e+00  
3463   5.53e+04   1.41e+02   1.00e+00  
3464   5.53e+04   1.41e+02   1.00e+00  
3465   5.53e+04   1.41e+02   1.00e+00  
3466   5.53e+04   1.41e+02   1.00e+00  
3467   5.53e+04   1.41e+02   1.00e+00  
3468   5.53e+04   1.41e+02   1.00e+00  
3469   5.53e+04   1.41e+02   1.00e+00  
3470   5.53e+04   1.41e+02   1.00e+00  
3471   5.53e+04   1.41e+02   1.00e+00  
3472   5.53e+04   1.41e+02   1.00e+00  
3473   5.53e+04   1.41e+02   1.00e+00  
3474   5.53e+04   1.41e+02   1.00e+00  
3475   5.53e+04   1.41e+02   1.00e+00  
3476   5.53e+04   1.41e+02   1.00e+00  
3477   5.53e+04   1.41e+02   1.00e+00  
3478   5.53e+04   1.41e+02   1.00e+00  
3479   5.53e+04   1.41e+02   1.00e+00  
3480   5.53e+04   1.41e+02   1.00e+00  
3481   5.53e+04   1.41e+02   1.00e+00  
3482   5.53e+04   1.41e+02   1.00e+00  
3483   5.53e+04   1.41e+02   1.00e+00  
3484   5.53e+04   1.41e+02   1.00e+00  
3485   5.53e+04   1.41e+02   1.00e+00  
3486   5.53e+04   1.41e+02   1.00e+00  
3487   5.53e+04   1.41e+02   1.00e+00  
3488   5.53e+04   1.41e+02   1.00e+00  
3489   5.53e+04   1.41e+02   1.00e+00  
3490   5.53e+04   1.41e+02   1.00e+00  
3491   5.53e+04   1.41e+02   1.00e+00  
3492   5.53e+04   1.41e+02   1.00e+00  
3493   5.53e+04   1.41e+02   1.00e+00  
3494   5.53e+04   1.41e+02   1.00e+00  
3495   5.53e+04   1.41e+02   1.00e+00  
3496   5.53e+04   1.41e+02   1.00e+00  
3497   5.53e+04   1.41e+02   1.00e+00  
3498   5.53e+04   1.41e+02   1.00e+00  
3499   5.53e+04   1.41e+02   1.00e+00  
3500   5.53e+04   1.41e+02   1.00e+00  
3501   5.53e+04   1.41e+02   1.00e+00  
3502   5.53e+04   1.41e+02   1.00e+00  
3503   5.53e+04   1.41e+02   1.00e+00  
3504   5.53e+04   1.41e+02   1.00e+00  
3505   5.53e+04   1.41e+02   1.00e+00  
3506   5.53e+04   1.41e+02   1.00e+00  
3507   5.53e+04   1.41e+02   1.00e+00  
3508   5.53e+04   1.41e+02   1.00e+00  
3509   5.53e+04   1.41e+02   1.00e+00  
3510   5.53e+04   1.41e+02   1.00e+00  
3511   5.53e+04   1.41e+02   1.00e+00  
3512   5.53e+04   1.41e+02   1.00e+00  
3513   5.53e+04   1.41e+02   1.00e+00  
3514   5.53e+04   1.41e+02   1.00e+00  
3515   5.53e+04   1.41e+02   1.00e+00  
3516   5.53e+04   1.41e+02   1.00e+00  
3517   5.53e+04   1.41e+02   1.00e+00  
3518   5.53e+04   1.41e+02   1.00e+00  
3519   5.53e+04   1.41e+02   1.00e+00  
3520   5.53e+04   1.41e+02   1.00e+00  
3521   5.53e+04   1.41e+02   1.00e+00  
3522   5.53e+04   1.41e+02   1.00e+00  
3523   5.53e+04   1.41e+02   1.00e+00  
3524   5.53e+04   1.41e+02   1.00e+00  
3525   5.53e+04   1.41e+02   1.00e+00  
3526   5.53e+04   1.41e+02   1.00e+00  
3527   5.53e+04   1.41e+02   1.00e+00  
3528   5.53e+04   1.41e+02   1.00e+00  
3529   5.53e+04   1.41e+02   1.00e+00  
3530   5.53e+04   1.41e+02   1.00e+00  
3531   5.53e+04   1.41e+02   1.00e+00  
3532   5.53e+04   1.41e+02   1.00e+00  
3533   5.53e+04   1.41e+02   1.00e+00  
3534   5.53e+04   1.41e+02   1.00e+00  
3535   5.53e+04   1.41e+02   1.00e+00  
3536   5.53e+04   1.41e+02   1.00e+00  
3537   5.53e+04   1.41e+02   1.00e+00  
3538   5.53e+04   1.41e+02   1.00e+00  
3539   5.53e+04   1.41e+02   1.00e+00  
3540   5.53e+04   1.41e+02   1.00e+00  
3541   5.53e+04   1.41e+02   1.00e+00  
3542   5.53e+04   1.41e+02   1.00e+00  
3543   5.53e+04   1.41e+02   1.00e+00  
3544   5.53e+04   1.41e+02   1.00e+00  
3545   5.53e+04   1.41e+02   1.00e+00  
3546   5.53e+04   1.41e+02   1.00e+00  
3547   5.53e+04   1.41e+02   1.00e+00  
3548   5.53e+04   1.41e+02   1.00e+00  
3549   5.53e+04   1.41e+02   1.00e+00  
3550   5.53e+04   1.41e+02   1.00e+00  
3551   5.53e+04   1.41e+02   1.00e+00  
3552   5.53e+04   1.41e+02   1.00e+00  
3553   5.53e+04   1.41e+02   1.00e+00  
3554   5.53e+04   1.41e+02   1.00e+00  
3555   5.53e+04   1.41e+02   1.00e+00  
3556   5.53e+04   1.41e+02   1.00e+00  
3557   5.53e+04   1.41e+02   1.00e+00  
3558   5.53e+04   1.41e+02   1.00e+00  
3559   5.53e+04   1.41e+02   1.00e+00  
3560   5.53e+04   1.41e+02   1.00e+00  
3561   5.53e+04   1.41e+02   1.00e+00  
3562   5.53e+04   1.41e+02   1.00e+00  
3563   5.53e+04   1.41e+02   1.00e+00  
3564   5.53e+04   1.41e+02   1.00e+00  
3565   5.53e+04   1.41e+02   1.00e+00  
3566   5.53e+04   1.41e+02   1.00e+00  
3567   5.53e+04   1.41e+02   1.00e+00  
3568   5.53e+04   1.41e+02   1.00e+00  
3569   5.53e+04   1.41e+02   1.00e+00  
3570   5.53e+04   1.41e+02   1.00e+00  
3571   5.53e+04   1.41e+02   1.00e+00  
3572   5.53e+04   1.41e+02   1.00e+00  
3573   5.53e+04   1.41e+02   1.00e+00  
3574   5.53e+04   1.41e+02   1.00e+00  
3575   5.53e+04   1.41e+02   1.00e+00  
3576   5.53e+04   1.41e+02   1.00e+00  
3577   5.53e+04   1.41e+02   1.00e+00  
3578   5.53e+04   1.41e+02   1.00e+00  
3579   5.53e+04   1.41e+02   1.00e+00  
3580   5.53e+04   1.41e+02   1.00e+00  
3581   5.53e+04   1.41e+02   1.00e+00  
3582   5.53e+04   1.41e+02   1.00e+00  
3583   5.53e+04   1.41e+02   1.00e+00  
3584   5.53e+04   1.41e+02   1.00e+00  
3585   5.53e+04   1.41e+02   1.00e+00  
3586   5.53e+04   1.41e+02   1.00e+00  
3587   5.53e+04   1.41e+02   1.00e+00  
3588   5.53e+04   1.41e+02   1.00e+00  
3589   5.53e+04   1.41e+02   1.00e+00  
3590   5.53e+04   1.41e+02   1.00e+00  
3591   5.53e+04   1.41e+02   1.00e+00  
3592   5.53e+04   1.41e+02   1.00e+00  
3593   5.53e+04   1.41e+02   1.00e+00  
3594   5.53e+04   1.41e+02   1.00e+00  
3595   5.53e+04   1.41e+02   1.00e+00  
3596   5.53e+04   1.41e+02   1.00e+00  
3597   5.53e+04   1.41e+02   1.00e+00  
3598   5.53e+04   1.41e+02   1.00e+00  
3599   5.53e+04   1.41e+02   1.00e+00  
3600   5.53e+04   1.41e+02   1.00e+00  
3601   5.53e+04   1.41e+02   1.00e+00  
3602   5.53e+04   1.41e+02   1.00e+00  
3603   5.53e+04   1.41e+02   1.00e+00  
3604   5.53e+04   1.41e+02   1.00e+00  
3605   5.53e+04   1.41e+02   1.00e+00  
3606   5.53e+04   1.41e+02   1.00e+00  
3607   5.53e+04   1.41e+02   1.00e+00  
3608   5.53e+04   1.41e+02   1.00e+00  
3609   5.53e+04   1.41e+02   1.00e+00  
3610   5.53e+04   1.41e+02   1.00e+00  
3611   5.53e+04   1.41e+02   1.00e+00  
3612   5.53e+04   1.41e+02   1.00e+00  
3613   5.53e+04   1.41e+02   1.00e+00  
3614   5.53e+04   1.41e+02   1.00e+00  
3615   5.53e+04   1.41e+02   1.00e+00  
3616   5.53e+04   1.41e+02   1.00e+00  
3617   5.53e+04   1.41e+02   1.00e+00  
3618   5.53e+04   1.41e+02   1.00e+00  
3619   5.53e+04   1.41e+02   1.00e+00  
3620   5.53e+04   1.41e+02   1.00e+00  
3621   5.53e+04   1.41e+02   1.00e+00  
3622   5.53e+04   1.41e+02   1.00e+00  
3623   5.53e+04   1.41e+02   1.00e+00  
3624   5.53e+04   1.41e+02   1.00e+00  
3625   5.53e+04   1.41e+02   1.00e+00  
3626   5.53e+04   1.41e+02   1.00e+00  
3627   5.53e+04   1.41e+02   1.00e+00  
3628   5.53e+04   1.41e+02   1.00e+00  
3629   5.53e+04   1.41e+02   1.00e+00  
3630   5.53e+04   1.41e+02   1.00e+00  
3631   5.53e+04   1.41e+02   1.00e+00  
